ranking,jp_name,eng_name,agency,total_subs,total_views
706,カルミア,FF14カルミアチャンネル, ,"11,300","1,700,447"
707,肋谷清志郎,5000兆円欲しいチャンネル!, ,"11,300","820,165"
708,乙女おと,乙女おと / Otome Oto,ぱりぷろ,"11,300","318,311"
709,ニジキユイ/Yui-Virtual Singer-, , ,"11,200","1,679,067"
710,victream official, ,順位をツイート,"11,200","412,611"
711,44SUPER, ,順位をツイート,"11,100","824,896"
712,メエシカちゃんねる, , ,"11,100","650,041"
713,柴山あずき, ,OPEN BETA,"11,100","397,393"
714,虹乃まほろ,まほろチャンネル, ,"11,100","293,778"
715,ハイカラサウンド, , ,"11,000","1,350,416"
716,猫芒ベル(ねこのぎべる),猫芒ベル-Bell Nekonogi,ViViD,"11,000","437,638"
717,ミツルギリア,ミツルギリア LIA CHANNEL,WACTOR,"11,000","161,694"
718,クゥ・フラン・ゾーパー,クゥの部屋 Ch, ,"10,900","1,378,318"
719,ホタ チャンネル, , ,"10,900","1,177,974"
720,にじさんじデータ部, , ,"10,800","3,979,284"
721,るこ*ちゃんねる, , ,"10,800","2,179,476"
722,あくまのゴート, , ,"10,800","541,059"
723,夢川かなう,夢川かなう/Kanau ch,Re:AcT,"10,800","487,247"
724,柚子花,-yuzuha-柚子花, ,"10,800","192,592"
725,Freedom Modeler Channel, , ,"10,700","1,693,714"
726,AKARI UEHARA, , ,"10,700","772,830"
727,ゆあちゃんねる / Yua channel, ,バ美肉,"10,700","681,081"
728,バーチャルYouTuber蟹, , ,"10,700","380,139"
729,VRoadCaster,VRoadCaster, ,"10,700","374,180"
730,まるわかりチャンネル, , ,"10,600","1,549,958"
731,ホラーアカデミアン, , ,"10,600","168,630"
732,千代家ぷりり, , ,"10,600","102,052"
733,おぎの稔 MinoriOgino 議員系Vtuber【大田区】, , ,"10,600","96,780"
734,〜旅するバーチャルyoutuber〜動く城のフィオ, ,バ美肉,"10,500","707,634"
735,おうまゆう,おうまゆうOumaYuu,もちぷろ,"10,500","488,380"
736,ウワン,ウワン : UWAN CHANNEL!, ,"10,500","481,645"
737,アンチン星人,宇宙怪獣アンチンの侵略基地, ,"10,500","431,218"
738,バーチャル戦国武将おだのぶ, , ,"10,500","427,407"
739,レンチ【作曲系Vtuber】, , ,"10,400","714,428"
740,パゲ美,Channelパゲ美のバーチャルオカマ, ,"10,400","502,223"
741,草薙カレン, , ,"10,400","430,139"
742,花鈴すずめ,花鈴すずめ#ちゅん_Channel., ,"10,300","721,578"
743,デラ ハドウ,デラとハドウ Channel,upd8,"10,300","443,119"
744,ひなたChannel - Looop公式バーチャルYouTuber -, , ,"10,300","152,783"
745,月夜ソラ 夜桜カノン,月夜ソラ【ENTUM所属】,元ENTUM,"10,200","487,139"
746,羽子田チカ,Haneta Chika Channel羽子田チカチャンネル, ,"10,200","423,096"
747,鞍馬つむぎ,鞍馬つむぎ/Tsumugi ch, ,"10,200","352,786"
748,夢咲楓,夢咲楓-ゲーム部,Unlimited,"10,200","331,073"
749,うさます-藤ます-, ,バ美肉,"10,200","258,700"
750,ハート様,ハート様のはーとふるステーション, ,"10,100","240,271"
751,水瀬しあ,水瀬しあ【しあちゃんねる】,AVATAR2.0,"10,100","198,404"
752,ココロイチル,ココロイチル - Kokoro Ichiru -,WACTOR,"10,100","197,947"
753,白音ゆき,- Yuki Shirane -白音ゆきちゃんねる,Re:AcT,"9,980","90,917"
754,うそうま/千色いちる, , ,"9,970","1,500,134"
755,くるる幼稚園, ,順位をツイート,"9,950","989,177"
756,デリン(海外),데링TV, ,"9,930","614,432"
757,モスコミュール(モスおじ),Moscowmule Station,upd8,"9,890","251,426"
758,伊東悠人,ゆうとの部屋 Yuto's Room,順位をツイート,"9,870",0
759,模型娘もち子&餅もちお Hobby系Vtuber, , ,"9,810","667,483"
760,オニャンコポン, ,あふたーしーくれっと,"9,780","525,748"
761,舞鶴よかと,福岡グルメ三昧よかとちゃんねる, ,"9,740","172,892"
762,スパイト,スパイト-spite-【公式】, ,"9,740","9,451"
763,ARP,official ARP, ,"9,710","2,202,840"
764,七瀬すばる, , ,"9,710","139,591"
765,大正義なおきちゃんねる, , ,"9,660","1,967,595"
766,才媛テス子の実験室, , ,"9,650","602,189"
767,麻宮アテナ,麻宮アテナ KOFAS Official, ,"9,620","344,140"
768,結心愛(むすびここあ),結心愛_Vtuber,OPEN BETA,"9,580","529,380"
769,影山シエン,Shien Ch.影山シエン,ホロスターズ,"9,580","134,602"
770,サンドバッグ実験施設, , ,"9,560","677,180"
771,うわばみちゃんねる, , ,"9,550","5,432,766"
772,佐久間 ねむ*Nemu ch.*, , ,"9,540","210,032"
773,F.Tさやか, , ,"9,530","1,447,294"
774,Vtuber城星譲友&VIC, , ,"9,530","461,999"
775,おじきちゃんねる_独眼P, , ,"9,520","747,564"
776,きらチャンネル[旧], , ,"9,490","2,415,222"
777,チャクちゃんಇChaku ASMR, ,順位をツイート,"9,480","1,180,646"
778,イフリートゼノ, , ,"9,450","937,012"
779,富士葵(歌),あおい'sきっず -あおいずきっず-,Smarprise,"9,450","229,710"
780,ミユ・オッタヴィア,Miyu Ottavia 【NIJISANJI id】,NIJISANJI ID,"9,450","166,189"
781,尊み秀吉, , ,"9,390","6,705,712"
782,みるくぷりん,みるくぷりん,アマリリス組,"9,366","182,747"
783,たかじんちゃん,たかじんちゃんねる【バーチャルyoutuber】, ,"9,330","132,843"
784,Kvante Karina, , ,"9,310","553,987"
785,ユメノツキミ,ツキミユメノ, ,"9,310","289,005"
786,SatouHolmes Ch.佐藤ホームズ, , ,"9,310","250,263"
787,ルミナスタジオ (Luminous=studio), , ,"9,300","3,690,449"
788,かばんちゃんねる, , ,"9,260","852,743"
789,岸堂天真(きしどうてんま),Temma Ch. 岸堂天真,ホロスターズ,"9,240","194,903"
790,高峰伊織トマト組Vチャンネル, , ,"9,220","221,048"
791,兒玉菜生(こだまなお),兒玉 菜生 -Nao Channel-, ,"9,200","1,316,897"
792,パコチャンネル -Paco Channel-, , ,"9,160","610,891"
793,星天ちゃんねる, , ,"9,080","177,675"
794,2軒目から始まるラジオ, , ,"9,060","263,224"
795,八月二雪,八月二雪チャンネル,順位をツイート,"9,050","502,089"
796,葉山みどチャンネル/Hayama Mido Ch., ,バ美肉,"9,040","277,611"
797,固体量子-こたいりょうこ-, , ,"9,020","455,418"
798,K’WA(海外),KITSUNEKON,upd8,"9,020","364,475"
799,LALALAちゃんねるせかんどっ!, , ,"8,990","1,137,790"
800,かみだよ., ,IRIAM,"8,990","56,383"
801,石村ヒガシIshimuraHigashi, , ,"8,900","2,335,958"
802,ゆにゆにこ,ゆにゆにこ/uniunico, ,"8,900","368,955"
803,由宇霧 プレイランド, ,順位をツイート,"8,890","59,967"
804,カヘルチャンネル, , ,"8,870","151,349"
805,花守へるし,Healthy Ch. / 花守へるし【めるぷら】,めるぷら,"8,850","153,233"
806,あにま【2.5次元の住人】, , ,"8,840","2,486,254"
807,星園かのん, , ,"8,830","479,165"
808,ネア,ネアちゃんねる, ,"8,810","412,071"
809,Mia Canasyna, , ,"8,760","229,193"
810,神野たね,神野たね / Kamino Tane,もちぷろ,"8,750","266,956"
811,宇宙物理たんbotのアストロフィジカルトーク, , ,"8,740","189,224"
812,星宮とと, , ,"8,720","307,247"
813,りとちゃんねる, ,順位をツイート,"8,690","495,744"
814,にじさんじID公式,NIJISANJI ID Official,NIJISANJI ID,"8,660","211,318"
815,凪尾games, ,転生組,"8,620","2,296,828"
816,マシマヒメコ,となりの研究生マシマヒメコ。,サンリオ,"8,610","298,482"
817,アイムソラ,I'm Sora Project, ,"8,600","162,147"
818,璐洛洛 Ruroro【人造人Vtuber】, , ,"8,590","491,464"
819,로링쨩냥냥, , ,"8,560","651,294"
820,ジョン///, , ,"8,550","5,839,425"
821,陽向ここみ*Cocomi Channel, , ,"8,520","187,479"
822,きなこ 柊彩香,きなこ成長日記,Unlimited,"8,510","131,813"
823,向日葵なっつ, , ,"8,490","640,849"
824,葉邑ゆう,ゆーはむチャンネル, ,"8,460","395,212"
825,たったそちゃんねる / tattaso Channel, , ,"8,430","1,365,684"
826,雪待つばき,雪待つばきのはーちゃんねる,バ美肉,"8,410","890,330"
827,魔王ヘルネス, , ,"8,390","34,918"
828,勇凪エレナ / Elena Yunagi, ,ViViD,"8,320","286,733"
829,大蔦エル,ツタエルちゃんねる / tsuta-l channel,よんしー,"8,300","443,122"
830,ウィル・ウィスタリア, ,順位をツイート,"8,270","214,796"
831,雛瀬さくら,雛瀬さくら,アマリリス組,"8,270","184,126"
832,upd8チャンネル, ,upd8,"8,240","273,278"
833,ネコケン,メイン垢は移動した!, ,"8,240","11,683"
834,모아 EIVE, , ,"8,200","387,926"
835,尸解ユヱ,sikai Yue Ch. 尸解 ユヱ, ,"8,190","391,118"
836,SDGsマン, , ,"8,180","1,143,749"
837,獅堂リオ,【Atelier Fräulein】獅堂リオ,順位をツイート,"8,180","665,683"
838,愛犬茶々丸【MarbleCreators】, ,順位をツイート,"8,160","223,256"
839,秘密結社シュヴァルツシルト, , ,"8,160","48,455"
840,水無瀬るい,minase rui, ,"8,150","298,757"
841,夜霧メイ,夜霧メイ/メイちゃんねる, ,"8,140","325,906"
842,泡沫メモリ / Utakata Memory, ,ViViD,"8,140","200,250"
843,此ノ木よしる - このぎよしる, ,順位をツイート,"8,120","184,866"
844,清露イクナ,Kiyotsuyu Ikuna Room, ,"8,060","202,811"
845,るいとも, , ,"8,010","2,330,096"
846,【SO CUTE】PLUSH FUNNY SHORT MOVIE, , ,"8,000","12,466,410"
847,リオネル・エレオノール・ド・シィアニア, ,Akihabara Lab,"8,000","155,878"
848,grawori ch., ,順位をツイート,"7,990","1,495,252"
849,幡多乃ちゃろ, ,VGaming,"7,970","556,140"
850,栗山やんみ, ,VGaming,"7,970","475,691"
851,テレみTeremi, ,バ美肉,"7,960","3,981,693"
852,魔希みちるチャンネル, , ,"7,930","794,863"
853,天秤はかり,天秤はかり/Hakari ch, ,"7,930","221,177"
854,奏MiMi,MiMi_KANADE,Smarprise,"7,910","330,239"
855,四ツ辻まよい,四ツ辻まよい,アマリリス組,"7,910","317,346"
856,しもの。, , ,"7,880","1,378,520"
857,桃箱ちゃんねる, , ,"7,874","1,000,651"
858,Helio4, , ,"7,870","3,677,947"
859,たかさき咲/takasaki_sister, ,バ美肉,"7,860","50,929"
860,とぅーら,とぅーらちゃんねる, ,"7,850","180,910"
861,黒乃くれは Kureha Kurono / Vtuber from JPN, , ,"7,850","156,635"
862,Loli Squad, , ,"7,760","273,084"
863,美波七海 Minami Nami, , ,"7,760","172,547"
864,レオタードブタ, , ,"7,750","171,027"
865,紅谷リア, , ,"7,740","344,280"
866,Eggたまご【22/7公式】, ,22/7,"7,740","80,547"
867,朝陽にいな,にいなちゃんねる / NinaChannel, ,"7,730","558,259"
868,矢野トシノリ, ,順位をツイート,"7,710","1,068,141"
869,道明寺晴翔,道明寺晴翔-ゲーム部,Unlimited,"7,700","161,223"
870,リア,RIA Channel, ,"7,680","389,114"
871,更科有造, , ,"7,666","1,537,129"
872,シアシスターズ(シア・ビビ シア・ラミ),シアシスターズ *Shia Sisters, ,"7,660","532,005"
873,由縁ミナ 由縁アヤ,AyaMina Games,順位をツイート,"7,660","440,009"
874,ルォ・テンイ,洛天依 - Luo Tianyi, ,"7,650","1,643,919"
875,鈴音(りんね),すずねじゃないよりんねだよ。,順位をツイート,"7,650","607,271"
876,Aicia Solid Project, , ,"7,650","238,509"
877,もずベエ はゃにぇ,もずとはゃにぇ,順位をツイート,"7,610","3,229,463"
878,小雀とと, ,LVG/IBG,"7,610","410,521"
879,白花伝伯爵,白花伝伯爵 日立の家電 公式VTuber, ,"7,600","844,088"
880,イヌージョンCHANNEL, , ,"7,590","315,853"
881,綾胸エリ, , ,"7,590","236,680"
882,せいかみち,Michi Channel-せいかみち-,あいすらぼ,"7,560","164,285"
883,花琴いぐさ【妖怪ちゃんねる】, , ,"7,530","124,725"
884,一恵 1年E組, , ,"7,450","849,800"
885,じーえふちゃん, , ,"7,450",0
886,紡絆にあ(つむぎにあ),にあちゃんねるっ! [紡絆にあ],IRIAM,"7,410","89,979"
887,Sapphy Stars, , ,"7,400","1,916,420"
888,シン・ユヤ,신유야 / Yuya Shin 【NIJISANJI KR】,NIJISANJI KR,"7,310","160,637"
889,荒咬オウガ(あらがみおうが),Oga Ch.荒咬オウガ,ホロスターズ,"7,290","67,080"
890,あんこチャンネル, , ,"7,230","75,784"
891,紡音れい,Rei Channel / 紡音れい,ZERO Project,"7,220","165,975"
892,キョウさんライダー, , ,"7,210","701,302"
893,ゼン, , ,"7,210","290,823"
894,風見涼,風見涼-ゲーム部,Unlimited,"7,210","145,765"
895,シテイルチャンネル, , ,"7,200","252,444"
896,魔界の一般人シャレトン, , ,"7,190","267,300"
897,有栖川ありす,有栖川ありす [VTuber], ,"7,180","185,048"
898,彩音れおん,Vtuber彩音れおんちゃんねる,VEEMusic,"7,160","139,892"
899,暁ちあき,暁ちあき,ぱりぷろ,"7,160","58,718"
900,らんまるちゃん,Ranmaru / らんまるちゃんねる, ,"7,150","408,466"
901,ゆきはね公式チャンネル, , ,"7,140","799,657"
902,Comdost, , ,"7,130","135,468"
903,Vtuberロロコ, ,順位をツイート,"7,120","492,768"
904,アステル・レダ,astel ch.アステル,ホロスターズ,"7,080","171,770"
905,響ゆい / Yui Channel, , ,"7,060","226,839"
906,ゆっくりクール, ,順位をツイート,"7,010","1,188,222"
907,めんだこちゃんMendakoChannel, , ,"6,980","255,527"
908,ゆめ心中(ゆめここな),かまってちゃんねる,IRIAM,"6,960","197,454"
909,雎雪待(みさごゆきまち),雎雪待,ユメノグラフィア,"6,940","83,203"
910,ナツモモchannel, , ,"6,930","252,698"
911,ぐるみぃTERA-MMD ElinsDanceMovie, , ,"6,930","206,165"
912,夢咲刻夜,夢咲刻夜Vtuber時夜,順位をツイート,"6,910","1,852,071"
913,ホロライブetc 切り抜き 動画, , ,"6,890","16,715,915"
914,アモン・フロックハート,Café and Bar Dante's Peak - ダンテズピーク,WFLE,"6,880","329,426"
915,Yoshina Project, , ,"6,870","196,793"
916,温泉むすめ公式, , ,"6,820","758,401"
917,マジョノカ渚, , ,"6,810","284,467"
918,あいえるちゃんねる/株式会社インフィニットループ, ,順位をツイート,"6,800","531,555"
919,本山らのチャンネル, , ,"6,770","186,810"
920,まつしまはつねのゲームチャンネル, , ,"6,760","602,239"
921,熊谷タクマ,Kumagaya Takuma熊谷タクマ,のりプロ,"6,760",0
922,あおあか学園放送, , ,"6,750","152,698"
923,唯牙コハク,Kohaku Ch / 唯牙コハク【METEO】,Re:AcT男性部門,"6,740","386,034"
924,竹取かるた(夢),竹取かるた/Karuta Channel【おとりざ】,元おとりざ,"6,740","222,551"
925,多々星 カイリ, , ,"6,740","193,897"
926,ばーちゃるあんとちゃんねる, , ,"6,740","69,332"
927,二和餅あんこ, ,ViViD,"6,680","181,594"
928,門矢士(もやし),天道もやしVtuber, ,"6,670","291,626"
929,RAY WAKANA, , ,"6,650","498,879"
930,ホロスターズ公式, ,ホロスターズ,"6,650","33,301"
931,小早川奈奈,小早川奈奈/奈々【VEgo魔法実習Vtuber】,VEgo,"6,640",0
932,咲乃もこ【SakinoMoco】, , ,"6,610","270,179"
933,宇佐美ユノ,宇佐美ユノみんチャンネル,Re:AcT,"6,610","177,728"
934,ミミック, , ,"6,610","141,588"
935,鳴門こがね, , ,"6,590",0
936,ゆるツー企画, , ,"6,580","778,016"
937,ナナシアちゃんねる, , ,"6,580","533,224"
938,shanoa *ASMR, , ,"6,550","163,010"
939,苺病くすり【MarbleCreators】, ,順位をツイート,"6,540","195,030"
940,実況部屋キラキラゲーム, , ,"6,530","855,899"
941,津軽ねぷこch, , ,"6,530","100,552"
942,ねむれるCH/Vtuber, , ,"6,520","1,092,226"
943,御門モモ, , ,"6,520","390,010"
944,けっとしーうぇはす-復活Vtuber, , ,"6,520","101,762"
945,音無りずむ,LIZM, ,"6,520",0
946,雷輝アンタレス,エレキチャンネル,IRIAM,"6,500","257,951"
947,胡間シバリ(こましばり),シバリ胡間,IRIAM,"6,480","173,519"
948,公野ゆめか,Kimino Yumeka Official, ,"6,480","99,236"
949,クロスフレア,X enc'ount channel, ,"6,470","240,015"
950,なまほしちゃん, , ,"6,470","95,584"
951,Seira Hoshiame, , ,"6,460","1,527,365"
952,朝宮ゆり, ,Akihabara Lab,"6,440","222,725"
953,キランユウ,寺悠迅, ,"6,430","226,254"
954,ユニティちゃん,unity-chan!, ,"6,430","109,987"
955,YORIMIYA, , ,"6,420","4,593,953"
956,リンリン スマホ少女, , ,"6,420","796,373"
957,ひなの羽衣(ひなのうい),ひなの羽衣 / Hinano Ui, ,"6,420","291,186"
958,もんぬサマー, , ,"6,410","6,671,985"
959,しんらしんげshinrashinge, ,順位をツイート,"6,410","792,584"
960,あまねそよぎ, ,ぶいらいぶ,"6,410","164,613"
961,オーキードーキ王国, , ,"6,380","330,189"
962,리에 EIVE, , ,"6,380","239,174"
963,リクサ・ディレンドラ,Riksa Dhirendra【NIJISANJI ID】,NIJISANJI ID,"6,370","121,457"
964,Asage【登録者1万人チャレンジ】, , ,"6,360","3,982,835"
965,わいみチャンネル, ,順位をツイート,"6,320","958,479"
966,GALDE’rLa, , ,"6,320","225,025"
967,りるちゃん, ,IRIAM,"6,320","90,444"
968,空白ナツメ,空白ナツメ-Natsume Ch-, ,"6,280","670,007"
969,陽咲ゆま,ゆまぴよch【陽咲ゆま】, ,"6,270","3,588"
970,ほりくろ動画投稿チャンネル, , ,"6,260","328,737"
971,ファイ博士,ファイ博士φ電脳サイエンティスト, ,"6,250","172,097"
972,長谷みこと(はせみこと),みことみーてぃんぐ!,GEMS COMPANY,"6,240","304,601"
973,[IA & ONE OFFICIAL] Virtual Broadcast, , ,"6,220","152,145"
974,ライラ・アルストロエメリア,Layla Alstroemeria [NIJISANJI ID],NIJISANJI ID,"6,190","106,344"
975,ライ・ガリレイ,Rai Galilei【NIJISANJI id】,NIJISANJI ID,"6,190","75,872"
976,ENA,エナ / ENA 【541 E&C】,ぱりぷろ,"6,160","87,879"
977,こーじのゲーム部屋, , ,"6,130","175,673"
978,夜の軽バズりみみたろうChannel, , ,"6,130","154,799"
979,紙木はさみ,紙木はさみちゃんねる, ,"6,120","201,409"
980,WHITEHOLE, , ,"6,110","445,439"
981,"LIPLIP (Yujiro, Aizo/CV: Uchiyama Kouki, Shimazaki Nobunaga) - Topic", , ,"6,100","320,264"
982,比良坂芽衣, , ,"6,100","122,147"
983,ハクヤ/ Hakuya バーチャルYouTuber, , ,"6,090","213,511"
984,せんのいのりchannel, , ,"6,090","173,909"
985,エリカ, ,IRIAM,"6,070","160,188"
986,兔姫UsagiHime, ,順位をツイート,"6,070","80,481"
987,Hanagasa Ilya花笠イリヤ チェリ高帰宅部 /, , ,"6,030","623,848"
988,バーチャルYouTuberツーコ2106, , ,"6,030","556,930"
989,アベレージChannel, , ,"6,010","299,420"
990,環左金『CHANNEL SACON』, , ,"6,010","214,957"
991,星菜日向夏,星菜日向夏のゼロ時間目,GEMS COMPANY,"5,990","235,327"
992,#방해금지, , ,"5,980","1,079,754"
993,ちゃらんぽらん隊, , ,"5,980","202,593"
994,うつぎさわーるど/宇津木沙和, , ,"5,980","146,396"
995,けんまちゃんねる, , ,"5,970","110,373"
996,古守ちゆ,/古守ちゆ/komori chiyu,ぱりぷろ,"5,960","98,440"
997,白桜みこの(はくらみこの),はくらみこのちゃんねる,IRIAM,"5,930","382,233"
998,Arcadia L.E. Projectバリトンエルフ, , ,"5,880","1,800"
999,最上さくや〈もがみさくや〉ASMR, , ,"5,870","577,546"
1000,黒咲りん(今日は何の日),りんの今日は何の日, ,"5,870","378,669"
1001,江戸レナEdo Lena, , ,"5,860","313,011"
1002,MOMENTチャンネル, , ,"5,860","204,944"
1003,あけさとチャンネル - Akesato Channel, , ,"5,830","280,104"
1004,にししゃん, , ,"5,820","87,364"
1005,漆丸チャンネル, ,順位をツイート,"5,810","882,581"
1006,ちるま / Chilma音楽チャンネル, , ,"5,810","448,115"
1007,ルピナスLupinus*Channel, , ,"5,800","68,881"
1008,紗樹万咲,紗樹万咲 / Saki Masaki,空想コード+,"5,790","93,776"
1009,肯定ちゃんと否定ちゃん。Vtuber channel, , ,"5,780","418,480"
1010,いも栗Channel, , ,"5,780","203,733"
1011,NN Project, , ,"5,780","192,309"
1012,ソフィア コード,そふぃらいちゃんねる,IRIAM,"5,770","5,427"
1013,まるるんずチャンネル, , ,"5,750","247,911"
1014,紫音VGチャンネル, ,順位をツイート,"5,740","219,097"
1015,猿楽町双葉,FutabaCh. 猿楽町双葉, ,"5,730","87,984"
1016,みしろん, ,順位をツイート,"5,720","303,340"
1017,samayuzame, , ,"5,720","254,281"
1018,second, , ,"5,710","2,667,879"
1019,チェリ高帰宅部, ,upd8,"5,710","420,093"
1020,HIKKY,HIKKY Officials, ,"5,710","258,367"
1021,雨町わたげ,雨町わたげ Amemachi Watage,もちぷろ,"5,710","126,679"
1022,花咲アヤメ,花咲アヤメ,空想コード+,"5,690","37,565"
1023,星乃歌カズ,星乃歌カズ/Kaz Hoshinouta,VEEMusic,"5,660","373,155"
1024,Hikari Popova Channel, , ,"5,660","161,309"
1025,七海 波音 nanami hanon, , ,"5,660","42,092"
1026,天音マホ,Amane Maho / 天音マホ,upd8,"5,640","150,933"
1027,バーチャルモデラー時雨1213, , ,"5,630","1,436,812"
1028,聖女れりあ, , ,"5,620","160,831"
1029,股間戦士エムズーン,チャンネルデリケアエムズ, ,"5,580","11,252,843"
1030,よしださきちゃんねる！, , ,"5,570","1,021,783"
1031,ありさ,ありさのげーむべや,らいとあっぷ,"5,570","424,778"
1032,チャンネル登録者の数だけポリゴン数が増えていくVtuber, , ,"5,570","113,806"
1033,夢野千春, , ,"5,550","2,785,398"
1034,白二郎とアライグマ博士, , ,"5,550","223,954"
1035,人間と永遠-ひとととわ-, , ,"5,530","89,671"
1036,雪丸玖/玖号室, , ,"5,530","62,682"
1037,きせり1号, , ,"5,520","794,214"
1038,奈日抽ねね,ねねとゆかいな仲間たち,GEMS COMPANY,"5,520","330,446"
1039,"アニメチャンネル by Lide, Inc.", , ,"5,510","2,366,707"
1040,メタキャット, , ,"5,490","387,771"
1041,遠野莉緒奈,遠野 莉緒奈【Date Links!】,Date+Links!,"5,470","358,352"
1042,雛見沢くるみ, ,元ぴぐまりおん。,"5,470","125,745"
1043,バーチャルきくらげ, , ,"5,470","122,828"
1044,大田マト, ,順位をツイート,"5,470","97,407"
1045,世界クルミ JKChannel, , ,"5,460","305,495"
1046,はなつぐ, , ,"5,450",0
1047,真白くま, , ,"5,430","82,139"
1048,音羽雫,音羽雫の「頑張りすぎない!ちゃんねる」,GEMS COMPANY,"5,420","255,353"
1049,Mia,Mia Channel,IRIAM,"5,400","49,268"
1050,星宮ぐみ,ぐみちゃんねる, ,"5,370","153,438"
1051,朝霞しお, ,元ぴぐまりおん。,"5,370","101,642"
1052,音崎リタちゃんねる, , ,"5,370","83,217"
1053,サムズ・ボボ親指系vtuber, , ,"5,370","64,267"
1054,天使リリエル-Amatsuka Lilyel-, , ,"5,330","236,330"
1055,胡桃のあ, ,LVG/IBG,"5,330","82,156"
1056,マシーナリーとも子,machinery_TOMOKO,順位をツイート,"5,320","1,500,363"
1057,Nowhere -終末少女-, , ,"5,320","81,175"
1058,朝ノ瑠璃【清楚】, , ,"5,310","29,887"
1059,燈火ミリ,燈火ミリ/Mili_Channel,空想コード+,"5,293","19,876"
1060,Fairy mint channel / ミント【苺だいふく】, , ,"5,290","299,798"
1061,Re:A projecT, ,Re:AcT,"5,270","243,278"
1062,YumemiChannel, , ,"5,270","207,859"
1063,レン, , ,"5,260","4,263,936"
1064,小田管男, ,IRIAM,"5,240","159,547"
1065,れらたん,れらたん, ,"5,220","574,424"
1066,久遠藍, ,IRIAM,"5,220","43,739"
1067,Aya Kagura, , ,"5,210","383,809"
1068,最上レン, , ,"5,200","490,588"
1069,銀めくる(しろがねめぐる),めくちゃんねる, ,"5,200","128,161"
1070,蹴球夢,FCGIFUTV, ,"5,190","2,225,874"
1071,【OZ】まーちゃん先輩, , ,"5,190","623,212"
1072,秋里夢女子 《みのりゆめこ》Vの民, , ,"5,170","143,899"
1073,観田ムヴィ(Re:moview), , ,"5,160","1,197,936"
1074,巣黒るい,すくろーるちゃんねる!!! ／ 巣黒るい,順位をツイート,"5,150","162,306"
1075,響木アオ(サブ),Hibiki Ao 2nd,upd8,"5,150","46,561"
1076,Fortnite海外プレイClips, , ,"5,140","2,573,441"
1077,有都あらゆる, , ,"5,130","21,472"
1078,スポンジノブ, , ,"5,120","120,396"
1079,ぶっちゃんねる, , ,"5,090","502,196"
1080,どうぶつのともだち。, , ,"5,090","198,527"
1081,ぽんちゃんねる。, , ,"5,080","753,092"
1082,ロイヤルタイム, , ,"5,080","700,829"
1083,ダンディジョージのハンサムチャンネル, , ,"5,080","437,326"
1084,兎紗みみ,Usamimi Channel, ,"5,050","373,101"
1085,アディア,Aadya【NIJISANJI IN】,NIJISANJI IN,"5,050","75,446"
1086,エンジンかずみ, ,upd8,"5,040","1,488,617"
1087,小花衣 ももみ / Momomi Kohanai, , ,"5,020","214,834"
1088,胡桃いく * もふかごちゃんねる *, ,順位をツイート,"4,990","208,645"
1089,クロイリク kuroi_riku_channel, , ,"4,990","60,198"
1090,Vtuberねき, , ,"4,980","364,052"
1091,長兎路こより,【Koyori Channel】こよりチャンネル, ,"4,980","56,683"
1092,Games屍鬼, ,順位をツイート,"4,970","714,790"
1093,黒音よみ,黒音よみTV,Re:AcT,"4,960","101,361"
1094,みるみるぷりん,みるみるぷりんChannel, ,"4,960","84,172"
1095,アズラ・セシリア,Azura Cecillia 【NIJISANJI ID】,NIJISANJI ID,"4,940","72,026"
1096,水凪自由,水凪自由,VEEMusic,"4,920","73,765"
1097,白鳥天羽【バーチャル百合お嬢様】, , ,"4,910","84,533"
1098,MetamoeTube, , ,"4,900","303,595"
1099,逢坂まの, , ,"4,890","102,466"
1100,とりしまり, ,順位をツイート,"4,880","4,017,404"
1101,冷水ぬるめ/歌う女子高生の作曲VTuber, , ,"4,870","81,479"
1102,七草くりむ / Crim Nanakusa, , ,"4,860","142,957"
1103,眠居ふわり,眠居ふわりのふわり塾,WFLE,"4,850","128,191"
1104,安堂いなり channel, , ,"4,840","103,028"
1105,NANARIKA Channel, , ,"4,830","81,329"
1106,ぴーす, , ,"4,810","1,044,060"
1107,ナラ・ハラマウン,Nara Haramaung 【NIJISANJI ID】,NIJISANJI ID,"4,810","62,868"
1108,九重このの,Conono Ch -九重このの!-,もちぷろ,"4,780","82,269"
1109,Azatu _VTuber, , ,"4,775","4,342"
1110,kei efu, , ,"4,770","2,157,411"
1111,夜枕ギリー, ,順位をツイート,"4,770","297,500"
1112,魔法少年 -いちゅぴーす, , ,"4,760","190,606"
1113,ニパ子,ゴッドハンドムービー,転生組,"4,760","67,449"
1114,SML - Shade Music Laboratory - Channel, , ,"4,730","799,223"
1115,ひだまりラリアット, , ,"4,730","246,331"
1116,Nightmare ch -soirée-, , ,"4,730","54,010"
1117,Mizuna Channel, ,IRIAM,"4,720","246,622"
1118,幽霊少年 100菌, , ,"4,700","240,722"
1119,桃星愛花,桃星愛花 -まなちゃんねる,UUUM,"4,690","230,470"
1120,桃知みなみ,MINAMI MOMOCHI, ,"4,690","209,706"
1121,苺葉ふえ/15PAFE channel, , ,"4,690","128,298"
1122,アエルちゃんねる, , ,"4,690","99,606"
1123,格闘ゲーム激うま天帝バーチャルユーチューバー犬, , ,"4,680","581,638"
1124,Yunomi Yuno Official, , ,"4,680","164,993"
