ranking,jp_name,eng_name,agency,total_subs,total_views
1125,猟師あいちゃん, ,順位をツイート,"4,680","161,992"
1126,ちゃんねるうるめ, , ,"4,680","104,944"
1127,天曰ひよ, , ,"4,670","142,545"
1128,双成いなりのふたなりちゃんねる, , ,"4,670","13,185"
1129,バーチャル男の娘藍原八千夜, , ,"4,660","145,472"
1130,迅雷 蒼/あお-プラモとイラスト好き, , ,"4,640","5,400,063"
1131,榊つねこちゃんねる, , ,"4,630","88,018"
1132,MASO CHANNEL, , ,"4,620","1,075,805"
1133,バーチャルおじいちゃん / G3Games, , ,"4,620","388,143"
1134,Noel Channel / 社居ノエル, , ,"4,610","843,671"
1135,縁楽九十九骨董店, ,順位をツイート,"4,600","58,932"
1136,おっちーGAMES, ,順位をツイート,"4,590","3,749,230"
1137,塔綾絲ʕ•ᴥ•ʔタリンス, ,VEgo,"4,590","9,850"
1138,陽夏のの,陽夏のの/HinatsuNono,順位をツイート,"4,580","98,148"
1139,キキちゃんねる, , ,"4,570","106,251"
1140,今酒ハクノの二次会さぶちゃん, , ,"4,570","86,552"
1141,テイリ/Noa Nikaido, , ,"4,550","707,707"
1142,噂ノのろいちゃんねる, , ,"4,540","158,071"
1143,BlueArpeggio, , ,"4,530","1,441,454"
1144,星名こむ,Hoshina Com Channel, ,"4,530","351,435"
1145,食べる大谷さん, , ,"4,530","108,855"
1146,えるきらチャンネル, , ,"4,530","95,381"
1147,家守ふみ の 遊び部屋, , ,"4,520","1,149,194"
1148,小日向りゅーじ, ,VEEMusic,"4,520","79,606"
1149,碧色のMIMI -DIVE LIVE JAPAN-, ,順位をツイート,"4,520",0
1150,猫田かぶり/kaburiChannel, , ,"4,500","301,664"
1151,Pixelko.Dot & Field, , ,"4,500","53,707"
1152,雪之ジョー, , ,"4,490","1,938,632"
1153,寧々寝あげは,寧々寝あげは【ねねねぇちゃん寝る】, ,"4,480","293,328"
1154,ぷりもう《 irohiza 》, , ,"4,460","1,200,168"
1155,かみゅ, , ,"4,460","473,978"
1156,〇〇のうた, , ,"4,450","898,818"
1157,オボロリュウ,オボロリュウ バーチャルYouTuber, ,"4,450","181,730"
1158,実況司会者ケモノ外交官ゆきんこ, , ,"4,430","120,567"
1159,Lime,Lime Channel,WFLE,"4,410","94,199"
1160,/Chisuzu Mei千鈴めい, ,ぱりぷろ,"4,390",0
1161,NOΔH, , ,"4,370","142,498"
1162,キミコチャンネル, , ,"4,370","47,238"
1163,なちゅモカ / Nachumocha Channel, , ,"4,360","1,175,610"
1164,ワタシch, , ,"4,340","2,582,791"
1165,のえろちさん と さきゅば のえ - VTuber準備中, , ,"4,340","72,056"
1166,陶音まの / 陶大知之FIL三部曲 : 倉科明日香單推, , ,"4,320","1,355,971"
1167,保崎メンマ,Hosaki Menma Channel, ,"4,310","507,881"
1168,小花衣しぃ, , ,"4,310","29,480"
1169,らむ太郎, , ,"4,300","1,000,035"
1170,電脳寺レト,レトちゃんねる, ,"4,300","289,782"
1171,黒桐アリア,黒桐アリアちゃんねる, ,"4,300","83,115"
1172,八乙女のえ / YaotomeNoe, , ,"4,300","20,764"
1173,ねこみみみ / nekomimimi, , ,"4,290","1,579,990"
1174,薄紅のMOA -DIVE LIVE JAPAN-, , ,"4,280","341,140"
1175,タカヒメアオイのFXちゃんねる, ,順位をツイート,"4,280","261,772"
1176,こぐまろチャンネル, , ,"4,280","111,030"
1177,れらたん,財団CKW, ,"4,260","500,208"
1178,Mogura A.I. Channel, , ,"4,260","364,122"
1179,ぺぺりん, , ,"4,240","1,002,863"
1180,虚拟次元计划, , ,"4,240","221,469"
1181,九條霞,Kasumi Channel, ,"4,230","150,852"
1182,Teary Planet / Nanao Official, , ,"4,220","192,261"
1183,雪姫りんご(夢),雪姫りんご/Ringo Channel【おとりざ】,元おとりざ,"4,220","112,036"
1184,もぐらちゃんねる, , ,"4,210","1,325,430"
1185,channel stickman, , ,"4,210","163,772"
1186,スズキセシル, , ,"4,210","149,931"
1187,ミン・スゥーハ,민수하 / Suha Min 【NIJISANJI KR】,NIJISANJI KR,"4,210","102,040"
1188,おきゅたんbot / VRすきま動画, ,順位をツイート,"4,200","342,562"
1189,城乃柚希(しろのゆずき),城乃 柚希の虜になってってー!,GEMS COMPANY,"4,190","216,184"
1190,羽原ゆとり, , ,"4,190","72,103"
1191,KOYUKI CHANNEL, , ,"4,180","672,097"
1192,クロノロク, ,ViViD,"4,180","31,944"
1193,博多きくこ VTuber GAMES, , ,"4,170","670,758"
1194,ひいらぎのぞみ,nozomi hiragi, ,"4,170","134,772"
1195,ユルリ,유루리 / Ruri Yu 【NIJISANJI KR】,NIJISANJI KR,"4,170","44,889"
1196,モナちゃんねる, , ,"4,140","215,045"
1197,ファンタス衛星通信, , ,"4,140","110,673"
1198,Hirai Virtual no Karada, , ,"4,120","150,140"
1199,聖グレイル,聖グレイル【ユメノグラフィア】,ユメノグラフィア,"4,120","104,025"
1200,Denom Rs, , ,"4,110","1,531,121"
1201,一文字マヤ,マヤたそTV,GEMS COMPANY,"4,110","204,175"
1202,綴目日傘(つづりめひがさ),綴目日傘,ぱりぷろ,"4,110","14,878"
1203,湊音みなみ,みみみch / 湊音みなみ,Re:AcT男性部門,"4,090","287,869"
1204,Dali Channel/ウィッチ・ダリ・スイート, , ,"4,090","187,536"
1205,小林私watashi kobayashi, , ,"4,080","256,927"
1206,産毛だよ, , ,"4,080",0
1207,花菱撫子(はなびしなでしこ),ごきげんよう、わたし花菱撫子です。, ,"4,060","193,796"
1208,腐男子Vtuber黒崎ヴァイス, , ,"4,050","192,412"
1209,赤羽ユキノ,実録!赤羽ユキノの生態,GEMS COMPANY,"4,030","160,736"
1210,女帝セツナ, ,順位をツイート,"4,030","55,150"
1211,小森ねね, , ,"4,020","127,845"
1212,さくやちゃんねる - 葵桜玖耶, , ,"4,010","80,155"
1213,フラヴィ,VNフラヴィ, ,"3,990","65,746"
1214,勇者ことね,ことねちゃんねる,IRIAM,"3,990","2,981"
1215,バーチャル悪霊, , ,"3,980","367,927"
1216,ニシカ'sわーくす, , ,"3,980","164,995"
1217,末代雨季。, , ,"3,980","130,354"
1218,羽苺丸 ひめか -Uimaru Himeka-, , ,"3,970","430,983"
1219,ひのちゃんねる/hinochannel, , ,"3,970","168,222"
1220,Paparacha, ,順位をツイート,"3,960","646,773"
1221,ReiDOLL-NOAH, ,順位をツイート,"3,960","428,646"
1222,人工知能AI ユニ, , ,"3,960","162,995"
1223,MaliceDiary, , ,"3,950","577,266"
1224,[LPer hiryu channel]飛竜☆チャンネル[Japan], , ,"3,940","1,088,648"
1225,惑星のパンくん, , ,"3,940","482,984"
1226,ANON,ANON KINGDOM,順位をツイート,"3,940","71,848"
1227,かもしんチャンネル, , ,"3,930","82,814"
1228,シュティー, , ,"3,920","1,780,381"
1229,*Arriate Channel* -アリアーテチャンネル-, , ,"3,920","414,275"
1230,水梨あやりちゃん寝る, , ,"3,920","49,546"
1231,夜城明音(やしろあかね),Akane Yashiro, ,"3,920","10,974"
1232,Inssomniax, , ,"3,900","2,746,907"
1233,月子ちゃんねる, ,順位をツイート,"3,900","237,552"
1234,紺野和泉,和泉,VEEMusic,"3,900","19,050"
1235,たなとす/thana, ,順位をツイート,"3,890","923,548"
1236,有栖川レイカ,レイカのひみつの部屋,GEMS COMPANY,"3,880","100,087"
1237,赤坂まさか -VSinger SongWriter-, , ,"3,870","154,603"
1238,女神ちゃんねる[劇] ミナ・ルト, , ,"3,850","100,761"
1239,モカ,もかちゃんねる【 Project ShoveL 】,ShoveL,"3,840","316,472"
1240,白亜ルベ企画, , ,"3,840","71,922"
1241,スーピコゲームス, , ,"3,820","800,907"
1242,みみこ, , ,"3,810","449,061"
1243,えだ, , ,"3,810","377,827"
1244,バーチャルエロドラゴンの巣, , ,"3,807","2,393,914"
1245,Kite Channel, , ,"3,800","213,517"
1246,NGW_sub, , ,"3,790","508,887"
1247,ナルミハヤセ,なるはやちゃんねる, ,"3,790","142,018"
1248,にゃるら,nyalra, ,"3,780","48,584"
1249,人形劇系異世界Youtuber 高い城のアムフォ, , ,"3,770","138,990"
1250,肉片ちゃん,肉片ちゃん2nd,IRIAM,"3,770","1,509"
1251,MeowieCakes, , ,"3,760","1,401,680"
1252,Vtuber界を見守るリス 【旧名 自己顕示欲が強いリス】, , ,"3,760","1,260,195"
1253,桃丸ねくと,桃丸ねくとのもも もももッ!!, ,"3,760","104,286"
1254,蜂乃蜜味のはちみつちゃんねる, , ,"3,760","31,936"
1255,新川良,新川良,IRIAM,"3,750","5,543"
1256,MC SAN, , ,"3,740","86,537"
1257,シュティー, , ,"3,720","2,293,164"
1258,ひそりちゃんねるっ, , ,"3,720","195,531"
1259,夢見ログ てんま,夢見家_てんま,空想コード+,"3,720","89,663"
1260,牡丹きぃ(ゲーム),牡丹きぃGames,順位をツイート,"3,720","79,581"
1261,しろすけVtuber, ,順位をツイート,"3,710","60,986"
1262,宝生てあ, ,ユメノグラフィア,"3,710","40,475"
1263,Re:AcT公式,Re:AcT / リアクト,Re:AcT,"3,710","7,843"
1264,緋赤エリオ,緋赤エリオhiseki_erio channel,ぱりぷろ,"3,690","49,439"
1265,LINE CAFE, , ,"3,670","2,120,979"
1266,Roaming Tuna, , ,"3,670","785,265"
1267,二寺蒼五,2Terra channel.,Smarprise,"3,670","106,714"
1268,MilkyTube/みるきぃ, , ,"3,650","163,181"
1269,芦枝レンリ, , ,"3,650","106,515"
1270,니어니아NearNia, , ,"3,640","594,345"
1271,Programastar.com/プログラマスター, , ,"3,640","182,204"
1272,NoWorld Official, , ,"3,640","75,119"
1273,コハクのおうち, , ,"3,630","22,564"
1274,少年ペット巻望, , ,"3,620","433,821"
1275,くらすたーちゃん,くらすたーちゃんねる,cluster,"3,620","197,802"
1276,瀧上りと,瀧上りとちゃんねる, ,"3,620","89,693"
1277,マキオエレコム所属, , ,"3,610","29,265"
1278,cacalianz, , ,"3,600","175,182"
1279,花町すみれ, ,IRIAM,"3,600","65,606"
1280,ギャラドスチャンネル, , ,"3,590","1,154,367"
1281,memex, , ,"3,590","101,670"
1282,人造人間ジンゾウ, , ,"3,590","77,364"
1283,胡蝶椛(Kochou Momiji),Kochou Momiji 胡蝶椛,OPEN BETA,"3,590","65,498"
1284,白咲ユノハ, , ,"3,580","146,649"
1285,VALIS, , ,"3,570","478,940"
1286,七瀬 百音/ななせ もね, , ,"3,560","80,664"
1287,仁木探偵事務所, , ,"3,560","63,684"
1288,伊集院ゼロ,伊集院ゼロ, ,"3,550","328,792"
1289,少年メイドちゃんねるSyounenmaid Channel, , ,"3,550","72,577"
1290,急電channel, ,転生組,"3,540","1,290,842"
1291,牛さんちゃんねる, , ,"3,540","140,847"
1292,魔王ハンパナサス,雪雪崩 清隆yukinadare kiyotaka, ,"3,540","131,361"
1293,天死ちゃん天界チャンネル, ,IRIAM,"3,540","111,081"
1294,なもちゃん,なもちゃんねる 七桃りお,バ美肉,"3,540","89,257"
1295,ハルカ, , ,"3,530","3,260,210"
1296,クーテトラチャンネル, , ,"3,530","128,199"
1297,眞白かのん,/ Mashiro Kanon眞白かのん, ,"3,530","35,314"
1298,姫川セリナ,姫川セリナ[勇者ズム!],勇者ズム！,"3,520","126,511"
1299,ア・プチ, ,らいとあっぷ,"3,520","94,883"
1300,京極エミーリア,京極エミーリア皐月【サークルみらん】,サークルみらん,"3,520","65,419"
1301,菜花なな,菜花なな【ウクレレVtuber】,AVATAR2.0,"3,510","75,536"
1302,魔宮ベルChannel, , ,"3,510","65,674"
1303,相馬琴葉の都市伝説, , ,"3,500","525,953"
1304,葉月ナツ,NATSU Channel, ,"3,500","109,705"
1305,-Akatsuki Gen-暁 ゲン, , ,"3,490","1,234,751"
1306,もりこっこ, , ,"3,490","46,377"
1307,一颯れむ,Ibuki Rem Channel-一颯れむ-, ,"3,480","796,168"
1308,ねぎろぐ, , ,"3,480","584,569"
1309,ラー油/らあゆちゃんねる, , ,"3,470","1,329,877"
1310,没落お嬢様ちゃんねる, , ,"3,470","189,160"
1311,wtkshe, , ,"3,470","97,394"
1312,はるぽぽちゃんねる, , ,"3,460","41,540"
1313,Sonic Logic Channel, ,順位をツイート,"3,456",0
1314,脳筋魔法使い系Vtuber魔霧のお部屋, ,順位をツイート,"3,440","806,422"
1315,アイシィVソリッド, , ,"3,440","143,656"
1316,Seishin, , ,"3,430","168,095"
1317,星河テフ,てふちゃんねる,空想コード+,"3,430","35,384"
1318,天比良地高校オカルト研究会, , ,"3,420","337,748"
1319,うかみちゃんねる, , ,"3,420","96,015"
1320,天野声太郎, , ,"3,420","61,907"
1321,ヒノ/hino, , ,"3,410","327,886"
1322,ちばねずみ, , ,"3,410","176,347"
1323,愛守ノユリチャンネル, ,IRIAM,"3,410","53,692"
1324,緋本アリス-Alice Hinomoto-, , ,"3,400","101,022"
1325,私立いちご女学院, , ,"3,400","67,943"
1326,月乃瀬ぅさぎ,ぅさぎちゃんねる,UUUM,"3,390","2,216,129"
1327,白魔女のパンドラ,白魔女のパンドラ,OPEN BETA,"3,390","59,944"
1328,第二えぬじんチャンネル, ,順位をツイート,"3,370","143,193"
1329,バムちゃんねる, , ,"3,360","419,748"
1330,七色れあChannel, , ,"3,360","186,696"
1331,ミシマリProject, , ,"3,360","54,194"
1332,remo 2700, , ,"3,350","650,246"
1333,Yuikai Channel, , ,"3,350","35,605"
1334,バーチャル男の娘ユウ, , ,"3,340","124,428"
1335,バフコチャンネル, , ,"3,340","104,953"
1336,ジャスプロ正義野心, , ,"3,340","7,399"
1337,アザミ Channel, , ,"3,330","103,114"
1338,447 Records, , ,"3,330","13,498"
1339,つきちゃんねる/Tsuki ch., , ,"3,320","660,842"
1340,イリスミア,ミアチャンネル,WACTOR,"3,320","74,062"
1341,電波ちゃん,電波ちゃんねる【バーチャルYoutuber】, ,"3,320","69,796"
1342,天秤ひなみ, , ,"3,320","64,453"
1343,ASMR 高槻りつ_Takatsuki Ritsu, , ,"3,320","52,272"
1344,69on(音無むおん 音無くおん),69on Channel【音無むおん くおん】, ,"3,310","97,860"
1345,相羽絲依 / Aiu Itoi, , ,"3,310","37,134"
1346,岩手さちこ,岩手県公認VTuber 岩手さちこ, ,"3,300","12,760"
1347,シュティー, , ,"3,293","611,905"
1348,Δ, , ,"3,290","163,169"
1349,ミストラルwith きよひーれーしんぐ, , ,"3,280","2,033,606"
1350,結城リノ- virtual singer -, , ,"3,280","221,571"
1351,焔機パイロ【ほむらぎパイロ】, ,バ美肉,"3,280","202,393"
1352,隻翼フィナ,隻翼フィナStage!Fina's Wing/, ,"3,280","187,710"
1353,海音UTB, , ,"3,280","7,486"
1354,鐘ヶ江季里 三園命,キリ&ミコトちゃんねる, ,"3,270","208,610"
1355,もふもふ, , ,"3,260","945,531"
1356,りあむ。, ,順位をツイート,"3,260","728,235"
1357,ブラピの実況部屋, , ,"3,260","7,652"
1358,上海ゲーム部, , ,"3,250","246,314"
1359,バーチャル日本兵oozora, , ,"3,240","1,059,446"
1360,Mira Pink, , ,"3,220","48,895"
1361,千洛Chiro, , ,"3,220","43,276"
1362,ちょこまかちゃんねる- Choco Maca Channel -, ,順位をツイート,"3,210","61,268"
1363,巳ノ瀬かなで*かなCh, , ,"3,200","202,981"
1364,財部結菜, , ,"3,200","174,700"
1365,みずか の そこはかとなく書きつくれば, , ,"3,200","96,570"
1366,ミーゴ クトゥルフ系vtuber, , ,"3,200","72,048"
1367,天ノ川リサ,天ノ川リサ[勇者ズム!],勇者ズム！,"3,190","87,716"
1368,Anon Shito紫桃あのん /, , ,"3,190","79,827"
1369,オリス,Orith Log 宇宙貓箱,YahooTV,"3,190","55,805"
1370,砂糖あむのおさとうぼいす！, , ,"3,170","226,666"
1371,むにひめ*, , ,"3,170","201,034"
1372,Purple Heart, , ,"3,170","147,554"
1373,かぷりんこっと, , ,"3,170","132,840"
1374,まっちゃんねる, ,順位をツイート,"3,170","106,153"
1375,横井bit子Channel, , ,"3,170","97,212"
1376,とと1010, , ,"3,170","95,494"
1377,おーかみおーこく, ,順位をツイート,"3,160","81,707"
1378,ユメノウララ, , ,"3,160","67,379"
1379,ぴぴぴのぶきみch, , ,"3,150","892,187"
1380,みーちゃんの政治ちゃんねる, , ,"3,130","127,796"
1381,そらのももか, , ,"3,110","95,098"
1382,sasaki carpaccio佐々木カルパッチョ, , ,"3,100","1,064,869"
1383,ましろちゃんねる。-Mashiro Channel-, , ,"3,090","96,330"
1384,Yuzuka Channel, , ,"3,090","75,731"
1385,山田すずめ, ,順位をツイート,"3,090","74,140"
1386,びっくりちゃん, , ,"3,080","159,046"
1387,桐野そるべ, , ,"3,070","217,192"
1388,黄瀬まこ,Kise Mako Channel, ,"3,070","105,386"
1389,漆黒のれゔぃあたんchannel, , ,"3,070","49,670"
1390,Amida・La・Bip, , ,"3,060","1,584,946"
1391,ゆうたそ, , ,"3,060","607,614"
1392,秋田で釣る理由, , ,"3,060","477,034"
1393,【こまりちゃんねる】桜こまり, , ,"3,060","109,578"
1394,せやなせや, , ,"3,060","45,371"
1395,眠河ゆめな,眠河ゆめな,空想コード+,"3,060","26,908"
1396,のらきゃっとClassics, , ,"3,060","25,793"
1397,嫁ノ萌実,嫁ノ萌実 -新人ライバー- チャンネル,エイレーン一家,"3,060",0
1398,バララとカレン,バララとカレン, ,"3,050","32,627"
1399,雑葉学美 - Sub Zouba, , ,"3,040","94,810"
1400,マシロユユ, , ,"3,040","58,504"
1401,天野ヒカリ,天野ヒカリ【VTuber】,OPEN BETA,"3,040","53,151"
1402,ちろるかみおか, , ,"3,040","28,146"
1403,春原つくし,つくしちゃんねる,夢見坂学院,"3,030","179,300"
1404,かなみゅーじっく-音琴かなみ-, , ,"3,030","57,769"
1405,一二三堂日記, , ,"3,021","108,672"
1406,Rおじちゃん, , ,"3,020","420,886"
1407,丹羽にわこ,丹羽にわこちゃんねる,バ美肉,"3,020","77,343"
1408,ストュラス・ウォール, , ,"3,020","60,061"
1409,モダンコンバット Versus日本公式チャンネル, , ,"3,010","1,124,543"
1410,Marino ASMR, , ,"3,010","115,097"
1411,SHiNO/雨ニマケテモ, , ,"3,010","113,257"
1412,姫鶴紗雪,さゆきチャンネル, ,"3,000","130,572"
1413,家庭用ロボアイゼン, , ,"3,000","39,895"
1414,三日月ネコ, , ,"2,990","101,821"
1415,ルイスちゃんねる Ruiz Channel, , ,"2,990","66,288"
1416,ぴかお, , ,"2,980","285,570"
1417,こまつりなチャンネル, ,順位をツイート,"2,980","159,894"
1418,輝度るみなちゃんねる, ,バ美肉,"2,980","105,695"
1419,ちゃんねる伏見やお, ,順位をツイート,"2,980","96,254"
1420,kapra kazami, , ,"2,980","52,557"
1421,しろん・フラットパディちゃんねる, , ,"2,970","62,484"
1422,黒瀬ミサ 黒瀬サバト,黒瀬家,空想コード+,"2,960","46,222"
1423,ノリシャイちゃんねる, , ,"2,960","40,495"
1424,【vtuber】えがきぐりこちゃんねる, , ,"2,950","43,565"
1425,バーチャル劇団まぼろし座Traum, , ,"2,950","42,555"
1426,Yaya Channel 李稍, ,IRIAM,"2,950",646
1427,駒米トオル/こめお, , ,"2,940","451,805"
1428,DJ NOZAX, , ,"2,940","342,153"
1429,狗神由紀, , ,"2,940","86,976"
1430,読谷山文乃, ,順位をツイート,"2,930","111,424"
1431,黒須もあ,Xmoa_channel, ,"2,920","1,687,791"
1432,RK Music, ,WFLE,"2,920","522,617"
1433,吾味人美, , ,"2,910","92,802"
1434,くれみぃー\ kuremyi \鉄道系バーチャルYouTuber, , ,"2,900","676,894"
1435,夢乃名菓の夢の中, , ,"2,880","92,973"
1436,カッパたいちょー, , ,"2,870","34,533"
1437,早乙女ぽえむ,早乙女ぽえむ/ぽえぽえチャンネル, ,"2,870","18,473"
1438,BB&パピヨン ch, , ,"2,860","424,586"
1439,Teruaki Tsubokura, ,転生組,"2,860","322,312"
1440,くーちゃんねる / Akatsuki Clara, , ,"2,860","65,792"
1441,姫乃愛琳,姫乃愛琳,IRIAM,"2,850","78,795"
1442,きりみんちゃん ねる, , ,"2,840","160,589"
1443,猫音すず, , ,"2,840","49,315"
1444,ネムイちゃんねる, , ,"2,830","413,384"
1445,イツキオンライン, , ,"2,830","240,222"
1446,たらばかに子, , ,"2,830","145,054"
1447,白乃クロミ,白乃クロミ channel,AVATAR2.0,"2,830","25,592"
1448,フィドロサミル学園, , ,"2,820","820,300"
1449,りみむのおもちゃ箱, , ,"2,820","236,132"
1450,そそぎはかえりたい, , ,"2,820","84,553"
1451,Robin.Games, , ,"2,810","590,723"
1452,伊達あやの,あやのんチャンネル 【Ayanon Channel】, ,"2,810","85,677"
1453,ソルトちゃんねる, , ,"2,810","44,233"
1454,Spica Channel, , ,"2,810","36,619"
1455,苛真千桜【Vtuber】, , ,"2,810","22,330"
1456,常葉ひより,Hiyori Channel,IRIAM,"2,800","114,271"
1457,こっこさん, , ,"2,790","867,051"
1458,藤納戸めのう, , ,"2,790","169,605"
1459,はちてん。 チャンネル, , ,"2,790","76,408"
1460,めるてぃまじっく, , ,"2,790","57,668"
1461,けもみん, , ,"2,780","393,639"
1462,Tigonaguri Kodanetubusi, , ,"2,780","134,173"
1463,ちゃんねる🌸ふじの, , ,"2,780","51,558"
1464,Mone.Channel【水影もね】, , ,"2,780","29,586"
1465,セリーヌ,ちゃんねるセリーヌ, ,"2,780","18,937"
1466,バーチャルバナナ, ,順位をツイート,"2,770","65,399"
1467,Funny Animal Videos, , ,"2,770","2,810"
1468,小鳥木よつば, , ,"2,760","155,932"
1469,自宅警備隊宅外派遣N.E.E.T, , ,"2,750","184,757"
1470,むすび二等兵,むすび君 Musubi Kun Channel, ,"2,750","44,826"
1471,AVTuber Karin Channel, , ,"2,740","90,426"
1472,愛尾みすず(愛尾家のケモ耳3姉妹が可愛過ぎる件について),愛尾みすず,愛尾家,"2,740","58,071"
1473,散樂瑞穂組, , ,"2,730","2,003,856"
1474,朝比奈美夜,朝比奈美夜【Date Links!】,Date+Links!,"2,730","97,641"
1475,絹漉もめん・谷屋楽, ,バ美肉,"2,730","56,864"
1476,【GEPAI Channel】ゲパイちゃんねる, , ,"2,730","22,536"
1477,くのいち子V忍者, , ,"2,720","153,518"
1478,ありしあちゃんねる, , ,"2,720","95,978"
1479,MIALチャンネル, , ,"2,720","30,454"
1480,あにまーれ公式,AniMare Official / あにまーれ公式,あにまーれ,"2,710",0
1481,ANICo Channel, ,順位をツイート,"2,700","800,113"
1482,猫々【MarbleCreators】, ,順位をツイート,"2,700","89,451"
1483,アルカナ,アルカナARCANA Channel,upd8,"2,690","147,033"
1484,Ne.Mo.42〈凡庸型VTuber〉, , ,"2,680","497,730"
1485,鏡見みら/ Kagami Mira Project, , ,"2,680","101,163"
1486,ピコのピクセルBOX, , ,"2,680","91,072"
1487,ミミカMBD案内所, ,バ美肉,"2,680","63,996"
1488,星野光ちゃんねる!, , ,"2,680","61,490"
1489,オトギリル, ,WACTOR,"2,680","50,158"
1490,ノルちゃんねる, , ,"2,680","43,860"
1491,小柴にぎり, ,順位をツイート,"2,650","62,959"
1492,來夢めると,來夢めると,ぱりぷろ,"2,650","27,935"
1493,Vian(海外),Vian-tuber, ,"2,640","43,615"
1494,まめぞぅゲーム館, , ,"2,630","268,572"
1495,仄架よみ-43channel, ,IRIAM,"2,630","72,143"
1496,牧之瀬マキノ, , ,"2,630","12,533"
1497,EIGHT OF TRIANGLE, , ,"2,620","813,700"
1498,RioRioパラダイスカジノ, , ,"2,620","308,603"
1499,武良崎ゆき, , ,"2,620","64,985"
1500,AZ三日月, , ,"2,610","1,670,749"
1501,SHARPNELSOUND, , ,"2,610","135,847"
1502,桜井ユイ/ゆいちゃんねる, , ,"2,610","99,578"
1503,ゆったり？まったり？のっびのび放送局☆彡, , ,"2,610","77,065"
1504,兎芽, , ,"2,610","30,296"
1505,バーチャルコーヒーユーチューバーモカ, , ,"2,610","30,089"
1506,ビハン,Vihaan【NIJISANJI IN】,NIJISANJI IN,"2,610","19,655"
1507,ツッコミ系ゴンくん, , ,"2,610","4,926"
1508,畑のVTuber陽菜/Hina Virtual YouTuber on the farm, , ,"2,600","67,286"
1509,ろなちゃんねる, , ,"2,600","27,654"
1510,Camellia Channel, ,順位をツイート,"2,590","358,561"
1511,今和間田せぃが,今和間田せぃがVTuber,IRIAM,"2,590","129,237"
1512,Yurari Channel / 桃乃ゆらり 【あにまーれ】, , ,"2,590",0
1513,ローゼアトの研究室, , ,"2,580","109,622"
1514,筆染四季(ふでそめしき),筆染四季,ユメノグラフィア,"2,580","40,107"
1515,蟒蛇ミキ,おみきチャンネル蟒蛇ミキ,空想コード+,"2,580","32,382"
1516,白衣少年キキョウ, , ,"2,580","22,361"
1517,まぁぼ, , ,"2,570","2,225,156"
1518,飯田もえぎ!! パワー系ぽっちゃりVTuber, ,ズーミング,"2,570","54,272"
1519,うさ野うさ子,うさ野ちゃんねる,IRIAM,"2,570","34,645"
1520,チンアナゴTV, , ,"2,560","1,693,914"
1521,あんとちゃんねる, , ,"2,560","58,659"
1522,yura Ch.遠坂ユラ＠Alt!!, ,順位をツイート,"2,560","34,525"
1523,星乃歌カズ(旧ch),チャンネル移行済み,VEEMusic,"2,560","7,027"
1524,ねむん, ,バ美肉,"2,550","69,758"
1525,熊野ぽえみ / POEMI ch., ,ZERO Project,"2,550","14,866"
1526,独創少女部隊, , ,"2,540","1,214,543"
1527,黒崎紗流, ,バ美肉,"2,540","916,462"
1528,紅芋さつま 十六穀米子,SatsuMai Channel,順位をツイート,"2,540","188,747"
1529,空色スカイ, , ,"2,540","173,139"
1530,リオとツグ, , ,"2,540","136,084"
1531,ジョンソンともゆき, , ,"2,540","126,387"
1532,秋津ミツバ,Mitsuba Channel-AKIBA official Virtual AI-, ,"2,540","42,096"
1533,ぬっきー, ,順位をツイート,"2,530","256,889"
1534,クマ野クマエル3世, ,VGaming,"2,530","175,447"
1535,セナちゃんねる, , ,"2,530","146,950"
1536,マイクラ建築 おちびTV OchibiTV, , ,"2,530","107,402"
1537,ココロナキ, , ,"2,530","62,279"
1538,茜彩咲(いろさきあかね),彩咲茜,IRIAM,"2,530","37,996"
1539,ShowVRChannel, , ,"2,520","504,727"
1540,ぴんた踊ってみたチャンネル, , ,"2,520","443,879"
1541,糸巻おり, ,元ぴぐまりおん。,"2,520","62,087"
1542,バーチャルユーチューバー「はがね」のチャンネル, , ,"2,520","45,924"
1543,たまごやきになりたかった, , ,"2,510","583,505"
1544,桜乃ましろ, ,OPEN BETA,"2,510","89,350"
1545,pie pie lie lie, , ,"2,500","48,039"
1546,メロン型容器に入ったアイス大好きりてちゃんねる, , ,"2,500","7,088"
1547,センディーのねこプロ!, ,UUUM,"2,490","758,808"
1548,Vtuber News報道局, , ,"2,490","179,518"
1549,嘆きのアリア,アリアの嘆きちゃんねる,IRIAM,"2,490","134,689"
1550,羊娘めめ VTuber, , ,"2,490","82,512"
1551,結城なのチャンネル, , ,"2,480","1,249,631"
1552,Kenのゲーム実況, , ,"2,480","718,809"
1553,とりくん, , ,"2,480","461,665"
1554,鈴鳴れん, , ,"2,480","435,597"
1555,YOSHI【バーチャルラッパーYouTuber】, , ,"2,480","229,348"
1556,ウィフィ,위피 / Wiffy 【NIJISANJI KR】,NIJISANJI KR,"2,480","42,167"
1557,sifar Vtuber, , ,"2,480","37,384"
1558,雪ダルマ系Vtuberで外道なゆっくり白銀雪河, , ,"2,480","32,662"
1559,デンネート, , ,"2,476",0
1560,久方雨, , ,"2,470","403,149"
1561,奏音リリィ, , ,"2,470","76,573"
1562,賀茂川ドイル, , ,"2,470","74,200"
1563,玉響憩ちゃんねる, , ,"2,470","49,810"
1564,サンシャインティア, , ,"2,460","62,024"
1565,望月のあ / MochidukiNoa, , ,"2,460","56,832"
